Highlight,Unnamed: 2,In Stathead,player_id
"Career high, Points",36.0,View full stats from top 20 games,brogdma01
"Career high, Rebounds",15.0,View full stats from top 20 games,brogdma01
"Career high, Assists",13.0,View full stats from top 20 games,brogdma01
"Career high, Steals",5.0,View full stats from top 20 games,brogdma01
"Career high, Blocks",2.0,View full stats from top 20 games,brogdma01
"Career high, Game Score",32.9,View full stats from top 20 games,brogdma01
Triple-Doubles,2.0,View all,brogdma01
"Career high, Points",27.0,View full stats from top 20 games,branhma01
"Career high, Rebounds",7.0,View full stats from top 20 games,branhma01
"Career high, Assists",8.0,View full stats from top 20 games,branhma01
"Career high, Steals",3.0,View full stats from top 20 games,branhma01
"Career high, Blocks",2.0,View full stats from top 20 games,branhma01
"Career high, Game Score",20.1,View full stats from top 20 games,branhma01
"Career high, Points",15.0,View full stats from top 20 games,lautewa01
"Career high, Assists",4.0,View full stats from top 20 games,lautewa01
"Career high, Points",8.0,View full stats from top 20 games,dunnpa01
"Career high, Rebounds",4.0,View full stats from top 20 games,dunnpa01
"Career high, Assists",3.0,View full stats from top 20 games,dunnpa01
"Career high, Points",15.0,View full stats from top 20 games,johnsor01
"Career high, Rebounds",8.0,View full stats from top 20 games,johnsor01
"Career high, Assists",5.0,View full stats from top 20 games,johnsor01
"Career high, Steals",2.0,View full stats from top 20 games,johnsor01
"Career high, Blocks",3.0,View full stats from top 20 games,johnsor01
"Career high, Game Score",14.3,View full stats from top 20 games,johnsor01
"Career high, Points",42.0,View full stats from top 20 games,selvyfr01
"Career high, Rebounds",12.0,View full stats from top 20 games,selvyfr01
"Career high, Assists",12.0,View full stats from top 20 games,selvyfr01
"Career high, Points",42.0,View full stats from top 20 games,colemde01
"Career high, Rebounds",24.0,View full stats from top 20 games,colemde01
"Career high, Assists",11.0,View full stats from top 20 games,colemde01
"Career high, Steals",6.0,View full stats from top 20 games,colemde01
"Career high, Blocks",9.0,View full stats from top 20 games,colemde01
"Career high, Game Score",40.7,View full stats from top 20 games,colemde01
Triple-Doubles,4.0,View all,colemde01
"Career high, Points",11.0,View full stats from top 20 games,stewake01
"Career high, Rebounds",7.0,View full stats from top 20 games,stewake01
"Career high, Assists",1.0,View full stats from top 20 games,stewake01
"Career high, Steals",2.0,View full stats from top 20 games,stewake01
"Career high, Blocks",1.0,View full stats from top 20 games,stewake01
"Career high, Game Score",8.2,View full stats from top 20 games,stewake01
"Career high, Game Score",0.0,View full stats from top 20 games,smithch05
"Career high, Points",31.0,View full stats from top 20 games,jonesda01
"Career high, Rebounds",8.0,View full stats from top 20 games,jonesda01
"Career high, Assists",17.0,View full stats from top 20 games,jonesda01
"Career high, Steals",3.0,View full stats from top 20 games,jonesda01
"Career high, Blocks",2.0,View full stats from top 20 games,jonesda01
"Career high, Game Score",29.5,View full stats from top 20 games,jonesda01
"Career high, Points",26.0,View full stats from top 20 games,childjo01
"Career high, Rebounds",15.0,View full stats from top 20 games,childjo01
"Career high, Assists",8.0,View full stats from top 20 games,childjo01
"Career high, Steals",5.0,View full stats from top 20 games,childjo01
"Career high, Blocks",3.0,View full stats from top 20 games,childjo01
"Career high, Game Score",25.9,View full stats from top 20 games,childjo01
"Career high, Points",35.0,View full stats from top 20 games,armstbj01
"Career high, Rebounds",7.0,View full stats from top 20 games,armstbj01
"Career high, Assists",14.0,View full stats from top 20 games,armstbj01
"Career high, Steals",4.0,View full stats from top 20 games,armstbj01
"Career high, Blocks",2.0,View full stats from top 20 games,armstbj01
"Career high, Game Score",29.3,View full stats from top 20 games,armstbj01
"Career high, Points",11.0,View full stats from top 20 games,wilcudc01
"Career high, Assists",5.0,View full stats from top 20 games,wilcudc01
"Career high, Points",14.0,View full stats from top 20 games,willijo03
"Career high, Rebounds",14.0,View full stats from top 20 games,willijo03
"Career high, Assists",2.0,View full stats from top 20 games,willijo03
"Career high, Steals",3.0,View full stats from top 20 games,willijo03
"Career high, Blocks",2.0,View full stats from top 20 games,willijo03
"Career high, Game Score",14.8,View full stats from top 20 games,willijo03
"Career high, Points",21.0,View full stats from top 20 games,dempsge01
"Career high, Rebounds",14.0,View full stats from top 20 games,dempsge01
"Career high, Assists",11.0,View full stats from top 20 games,dempsge01
"Career high, Points",18.0,View full stats from top 20 games,maravpr01
"Career high, Points",32.0,View full stats from top 20 games,carusal01
"Career high, Rebounds",13.0,View full stats from top 20 games,carusal01
"Career high, Assists",13.0,View full stats from top 20 games,carusal01
"Career high, Steals",6.0,View full stats from top 20 games,carusal01
"Career high, Blocks",4.0,View full stats from top 20 games,carusal01
"Career high, Game Score",28.9,View full stats from top 20 games,carusal01
"Career high, Points",25.0,View full stats from top 20 games,dollbo01
"Career high, Assists",6.0,View full stats from top 20 games,dollbo01
"Career high, Points",8.0,View full stats from top 20 games,warneja01
"Career high, Rebounds",4.0,View full stats from top 20 games,warneja01
"Career high, Game Score",4.6,View full stats from top 20 games,warneja01
"Career high, Points",23.0,View full stats from top 20 games,spencfe01
"Career high, Rebounds",19.0,View full stats from top 20 games,spencfe01
"Career high, Assists",4.0,View full stats from top 20 games,spencfe01
"Career high, Steals",3.0,View full stats from top 20 games,spencfe01
"Career high, Blocks",7.0,View full stats from top 20 games,spencfe01
"Career high, Game Score",25.8,View full stats from top 20 games,spencfe01
"Career high, Points",36.0,View full stats from top 20 games,krebsji01
"Career high, Rebounds",19.0,View full stats from top 20 games,krebsji01
"Career high, Assists",4.0,View full stats from top 20 games,krebsji01
"Career high, Points",13.0,View full stats from top 20 games,anthojo01
"Career high, Rebounds",16.0,View full stats from top 20 games,anthojo01
"Career high, Assists",3.0,View full stats from top 20 games,anthojo01
"Career high, Steals",3.0,View full stats from top 20 games,anthojo01
"Career high, Blocks",8.0,View full stats from top 20 games,anthojo01
"Career high, Game Score",19.4,View full stats from top 20 games,anthojo01
"Career high, Points",23.0,View full stats from top 20 games,lofgrdo01
"Career high, Rebounds",14.0,View full stats from top 20 games,lofgrdo01
"Career high, Assists",4.0,View full stats from top 20 games,lofgrdo01
"Career high, Points",51.0,View full stats from top 20 games,breweco01
"Career high, Rebounds",18.0,View full stats from top 20 games,breweco01
"Career high, Assists",9.0,View full stats from top 20 games,breweco01
"Career high, Steals",6.0,View full stats from top 20 games,breweco01
"Career high, Blocks",3.0,View full stats from top 20 games,breweco01
"Career high, Game Score",40.8,View full stats from top 20 games,breweco01
"Career high, Points",25.0,View full stats from top 20 games,curetea01
"Career high, Rebounds",18.0,View full stats from top 20 games,curetea01
"Career high, Assists",6.0,View full stats from top 20 games,curetea01
"Career high, Steals",5.0,View full stats from top 20 games,curetea01
"Career high, Blocks",5.0,View full stats from top 20 games,curetea01
"Career high, Game Score",23.2,View full stats from top 20 games,curetea01
"Career high, Points",26.0,View full stats from top 20 games,snower01
"Career high, Rebounds",11.0,View full stats from top 20 games,snower01
"Career high, Assists",15.0,View full stats from top 20 games,snower01
"Career high, Steals",6.0,View full stats from top 20 games,snower01
"Career high, Blocks",4.0,View full stats from top 20 games,snower01
"Career high, Game Score",24.7,View full stats from top 20 games,snower01
Triple-Doubles,1.0,View all,snower01
"Career high, Points",41.0,View full stats from top 20 games,riverau01
"Career high, Rebounds",10.0,View full stats from top 20 games,riverau01
"Career high, Assists",10.0,View full stats from top 20 games,riverau01
"Career high, Steals",5.0,View full stats from top 20 games,riverau01
"Career high, Blocks",2.0,View full stats from top 20 games,riverau01
"Career high, Game Score",35.0,View full stats from top 20 games,riverau01
"Career high, Points",30.0,View full stats from top 20 games,mooreot01
"Career high, Rebounds",28.0,View full stats from top 20 games,mooreot01
"Career high, Assists",8.0,View full stats from top 20 games,mooreot01
"Career high, Steals",5.0,View full stats from top 20 games,mooreot01
"Career high, Blocks",7.0,View full stats from top 20 games,mooreot01
"Career high, Points",39.0,View full stats from top 20 games,mercero01
"Career high, Rebounds",10.0,View full stats from top 20 games,mercero01
"Career high, Assists",10.0,View full stats from top 20 games,mercero01
"Career high, Steals",7.0,View full stats from top 20 games,mercero01
"Career high, Blocks",3.0,View full stats from top 20 games,mercero01
"Career high, Game Score",36.3,View full stats from top 20 games,mercero01
"Career high, Points",17.0,View full stats from top 20 games,suttogr01
"Career high, Rebounds",5.0,View full stats from top 20 games,suttogr01
"Career high, Assists",7.0,View full stats from top 20 games,suttogr01
"Career high, Steals",3.0,View full stats from top 20 games,suttogr01
"Career high, Blocks",1.0,View full stats from top 20 games,suttogr01
"Career high, Game Score",14.7,View full stats from top 20 games,suttogr01
"Career high, Points",30.0,View full stats from top 20 games,brownpj01
"Career high, Rebounds",22.0,View full stats from top 20 games,brownpj01
"Career high, Assists",8.0,View full stats from top 20 games,brownpj01
"Career high, Steals",5.0,View full stats from top 20 games,brownpj01
"Career high, Blocks",6.0,View full stats from top 20 games,brownpj01
"Career high, Game Score",28.1,View full stats from top 20 games,brownpj01
"Career high, Points",23.0,View full stats from top 20 games,sparkda01
"Career high, Rebounds",13.0,View full stats from top 20 games,sparkda01
"Career high, Assists",3.0,View full stats from top 20 games,sparkda01
"Career high, Points",31.0,View full stats from top 20 games,rochare01
"Career high, Rebounds",24.0,View full stats from top 20 games,rochare01
"Career high, Assists",8.0,View full stats from top 20 games,rochare01
"Career high, Points",6.0,View full stats from top 20 games,onuakch01
"Career high, Rebounds",6.0,View full stats from top 20 games,onuakch01
"Career high, Assists",1.0,View full stats from top 20 games,onuakch01
"Career high, Steals",1.0,View full stats from top 20 games,onuakch01
"Career high, Blocks",1.0,View full stats from top 20 games,onuakch01
"Career high, Game Score",8.0,View full stats from top 20 games,onuakch01
"Career high, Points",33.0,View full stats from top 20 games,smithot01
"Career high, Rebounds",16.0,View full stats from top 20 games,smithot01
"Career high, Assists",8.0,View full stats from top 20 games,smithot01
"Career high, Steals",5.0,View full stats from top 20 games,smithot01
"Career high, Blocks",4.0,View full stats from top 20 games,smithot01
"Career high, Game Score",32.2,View full stats from top 20 games,smithot01
"Career high, Points",35.0,View full stats from top 20 games,willija01
"Career high, Rebounds",26.0,View full stats from top 20 games,willija01
"Career high, Assists",5.0,View full stats from top 20 games,willija01
